left,pron,right,candidates,selected,input_prompt,predicted,correct_sent,correct,number of shots
"The older students were bullying the younger ones, so we punished",them,.,"The older students,The younger students",0,"How does the sentence end?

The citizens rebelled against the government because

OPTIONS: 
- The citizens
- the government
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The citizens were being repressed.

How does the sentence end?

The judge was fond of the contestant so

OPTIONS: 
- The judge
- the contestant
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the contestant received the gold medal.

How does the sentence end?

John tricked Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John was mischievous.

How does the sentence end ?

The older students were bullying the younger ones, so we punished

OPTIONS: 
- The older students .
- The younger students .
Thought: Use similar thought as before.
Output: ",the younger students,the older students,False,3
"The older students were bullying the younger ones, so we rescued",them,.,"The older students,The younger students",1,"How does the sentence end?

The doctor told Susan that

OPTIONS: 
- The doctor
- Susan
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Susan had cancer.

How does the sentence end?

John flicked Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John saw a fly on his shirt.

How does the sentence end?

The cow ran into the fence and

OPTIONS: 
- The cow
- the fence
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The cow got hurt.

How does the sentence end ?

The older students were bullying the younger ones, so we rescued

OPTIONS: 
- The older students .
- The younger students .
Thought: Use similar thought as before.
Output: ",the younger students,the younger students,True,3
I poured water from the bottle into the cup until,it,was empty.,"the bottle,the cup",0,"How does the sentence end?

The coach told the captain that

OPTIONS: 
- The coach
- the captain
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the captain was fired.

How does the sentence end?

The police officer shot the protester because

OPTIONS: 
- The police officer
- the protester
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The police officer lost composure.

How does the sentence end?

The knife cut through the fence because

OPTIONS: 
- The knife
- the fence
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the fence was rusty.

How does the sentence end ?

I poured water from the bottle into the cup until

OPTIONS: 
- the bottle was empty.
- the cup was empty.
Thought: Use similar thought as before.
Output: ",the bottle was empty,the bottle was empty,True,3
I poured water from the bottle into the cup until,it,was full.,"the bottle,the cup",1,"How does the sentence end?

The bird perched on the limb and

OPTIONS: 
- The bird
- the limb
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The bird sang.

How does the sentence end?

Mary stabbed Jennifer, so John took

OPTIONS: 
- Mary
- Jennifer
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jennifer to the hospital.

How does the sentence end?

Gartok defeated Grognak because

OPTIONS: 
- Gartok
- Grognak
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Gartok was the stronger man.

How does the sentence end ?

I poured water from the bottle into the cup until

OPTIONS: 
- the bottle was full.
- the cup was full.
Thought: Use similar thought as before.
Output: ",the bottle was full,the cup was full,False,3
Susan knows all about Ann's personal problems because,she,is nosy.,"Susan,Ann",0,"How does the sentence end?

The coach criticized the player because

OPTIONS: 
- The coach
- the player
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The coach explicitly told everyone not to break the team's formation.

How does the sentence end?

Derrick begged his boss for a raise but

OPTIONS: 
- Derrick
- his boss
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: his boss did not give one.

How does the sentence end?

The teacher told the student that

OPTIONS: 
- The teacher
- the student
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the student needed to practice.

How does the sentence end ?

Susan knows all about Ann's personal problems because

OPTIONS: 
- Susan is nosy.
- Ann is nosy.
Thought: Use similar thought as before.
Output: ",ann is nosy,susan is nosy,False,3
Susan knows all about Ann's personal problems because,she,is indiscreet.,"Susan,Ann",1,"How does the sentence end?

Jimbo attacked Bobbert because

OPTIONS: 
- Jimbo
- Bobbert
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jimbo could not control his rage.

How does the sentence end?

The boy tried to address his friend, but

OPTIONS: 
- The boy
- his friend
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: his friend could not hear.

How does the sentence end?

The space marines killed the aliens because

OPTIONS: 
- The space marines
- the aliens
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The space marines were ordered to.

How does the sentence end ?

Susan knows all about Ann's personal problems because

OPTIONS: 
- Susan is indiscreet.
- Ann is indiscreet.
Thought: Use similar thought as before.
Output: ",ann is indiscreet,ann is indiscreet,True,3
Sid explained his theory to Mark but,he,couldn't convince him.,"Sid,Mark",0,"How does the sentence end?

The bus driver yelled at a kid after

OPTIONS: 
- The bus driver
- a kid
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The bus driver drove her vehicle.

How does the sentence end?

Derrick begged his boss for a raise but

OPTIONS: 
- Derrick
- his boss
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Derrick did not get one.

How does the sentence end?

Fred drove to Mack's tire shop, and

OPTIONS: 
- Fred
- Mack
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Fred bought a tire.

How does the sentence end ?

Sid explained his theory to Mark but

OPTIONS: 
- Sid couldn't convince him.
- Mark couldn't convince him.
Thought: Use similar thought as before.
Output: ",mark couldnt convince him,sid couldnt convince him,False,3
Sid explained his theory to Mark but,he,couldn't understand him.,"Sid,Mark",1,"How does the sentence end?

The manager fired the intern because

OPTIONS: 
- The manager
- the intern
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the intern was too rebellious.

How does the sentence end?

A dog chewed a bone and

OPTIONS: 
- A dog
- a bone
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: A dog barked.

How does the sentence end?

Hybrid cars produce less pollution than diesel trucks because

OPTIONS: 
- Hybrid cars
- diesel trucks
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: diesel trucks use pure gasoline.

How does the sentence end ?

Sid explained his theory to Mark but

OPTIONS: 
- Sid couldn't understand him.
- Mark couldn't understand him.
Thought: Use similar thought as before.
Output: ",mark couldnt understand him,mark couldnt understand him,True,3
"Susan knew that Ann's son had been in a car accident, so",she,told her about it.,"Susan,Ann",0,"How does the sentence end?

The mother punishes the daughter because

OPTIONS: 
- The mother
- the daughter
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the daughter was disobedient.

How does the sentence end?

John bored Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John was boring.

How does the sentence end?

The students read the books because

OPTIONS: 
- The students
- the books
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The students were learning.

How does the sentence end ?

Susan knew that Ann's son had been in a car accident, so

OPTIONS: 
- Susan told her about it.
- Ann told her about it.
Thought: Use similar thought as before.
Output: ",ann told her about it,susan told her about it,False,3
"Susan knew that Ann's son had been in a car accident, because",she,told her about it.,"Susan,Ann",1,"How does the sentence end?

Mary cleaned Susan's room and

OPTIONS: 
- Mary
- Susan
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mary asked a favor.

How does the sentence end?

The nurse gave the girl a lollypop because

OPTIONS: 
- The nurse
- the girl
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The nurse had too many.

How does the sentence end?

The wolves ate the cows because

OPTIONS: 
- The wolves
- the cows
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the cows were delicious.

How does the sentence end ?

Susan knew that Ann's son had been in a car accident, because

OPTIONS: 
- Susan told her about it.
- Ann told her about it.
Thought: Use similar thought as before.
Output: ",ann told her about it,ann told her about it,True,3
"Joe's uncle can still beat him at tennis, even though",he,is 30 years younger.,"Joe,Joe's uncle",0,"How does the sentence end?

The boy lent his friend a pencil because the teacher told

OPTIONS: 
- The boy
- his friend
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The boy to share.

How does the sentence end?

The boy lent his friend a pencil because the teacher told

OPTIONS: 
- The boy
- his friend
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: his friend to write.

How does the sentence end?

KFC sells better than Popeyes since

OPTIONS: 
- KFC
- Popeyes
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: KFC have better chicken.

How does the sentence end ?

Joe's uncle can still beat him at tennis, even though

OPTIONS: 
- Joe is 30 years younger.
- Joe's uncle is 30 years younger.
Thought: Use similar thought as before.
Output: ",joe is 30 years younger,joe is 30 years younger,True,3
"Joe's uncle can still beat him at tennis, even though",he,is 30 years older.,"Joe,Joe's uncle",1,"How does the sentence end?

Lions eat zebras because

OPTIONS: 
- Lions
- zebras
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Lions are predators.

How does the sentence end?

Fred drove to Mack's tire shop, and

OPTIONS: 
- Fred
- Mack
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mack sold a tire.

How does the sentence end?

Allen chased the leprechaun because

OPTIONS: 
- Allen
- the leprechaun
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Allen wanted a pot of gold.

How does the sentence end ?

Joe's uncle can still beat him at tennis, even though

OPTIONS: 
- Joe is 30 years older.
- Joe's uncle is 30 years older.
Thought: Use similar thought as before.
Output: ",joe is 30 years older,joes uncle is 30 years older,False,3
The painting in Mark's living room shows an oak tree.,It,is to the right of the bookcase.,"The painting,The oak tree",0,"How does the sentence end?

Jacob gave William money because

OPTIONS: 
- Jacob
- William
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jacob sold the car.

How does the sentence end?

England won the bid over Spain because

OPTIONS: 
- England
- Spain
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: England prepared better.

How does the sentence end?

Michael backed Bill because John asked

OPTIONS: 
- Michael
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Michael to.

How does the sentence end ?

The painting in Mark's living room shows an oak tree.

OPTIONS: 
- The painting is to the right of the bookcase.
- The oak tree is to the right of the bookcase.
Thought: Use similar thought as before.
Output: ",the oak tree is to the right of the bookcase,the painting is to the right of the bookcase,False,3
The painting in Mark's living room shows an oak tree.,It,is to the right of a house.,"The painting,The oak tree",1,"How does the sentence end?

The junior football team likes the Dallas Cowboys because

OPTIONS: 
- The junior football team
- the Dallas Cowboys
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the Dallas Cowboys are an inspiration.

How does the sentence end?

The group grew tired of making these sentences because

OPTIONS: 
- The group
- these sentences
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The group are lazy.

How does the sentence end?

Hill joined Obama because Bill trusted

OPTIONS: 
- Hill
- Obama
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Obama .

How does the sentence end ?

The painting in Mark's living room shows an oak tree.

OPTIONS: 
- The painting is to the right of a house.
- The oak tree is to the right of a house.
Thought: Use similar thought as before.
Output: ",the oak tree is to the right of a house,the oak tree is to the right of a house,True,3
There is a gap in the wall. You can see the garden through,it,.,"The gap,The wall",0,"How does the sentence end?

Spiderman defeated Magnito because

OPTIONS: 
- Spiderman
- Magnito
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Magnito is a bad guy.

How does the sentence end?

Sherry called Karla but

OPTIONS: 
- Sherry
- Karla
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Karla did not answer.

How does the sentence end?

The man asked Mark the question again because

OPTIONS: 
- The man
- Mark
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The man was curious.

How does the sentence end ?

There is a gap in the wall. You can see the garden through

OPTIONS: 
- The gap .
- The wall .
Thought: Use similar thought as before.
Output: ",the gap,the gap,True,3
There is a gap in the wall. You can see the garden behind,it,.,"The gap,The wall",1,"How does the sentence end?

Students hate exams because

OPTIONS: 
- Students
- exams
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: exams are tedious.

How does the sentence end?

The teacher told the student that

OPTIONS: 
- The teacher
- the student
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the student needed to practice.

How does the sentence end?

The cow ran into the fence and

OPTIONS: 
- The cow
- the fence
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the fence broke.

How does the sentence end ?

There is a gap in the wall. You can see the garden behind

OPTIONS: 
- The gap .
- The wall .
Thought: Use similar thought as before.
Output: ",the gap,the wall,False,3
The drain is clogged with hair.,It,has to be cleaned.,"The drain,The hair",0,"How does the sentence end?

When the preschoolers visited the senior citizens,

OPTIONS: 
- the preschoolers
- the senior citizens
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the preschoolers were surprisingly well behaved.

How does the sentence end?

Thomas pursued Peter, but

OPTIONS: 
- Thomas
- Peter
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Peter escaped.

How does the sentence end?

Thomas pursued Peter, but

OPTIONS: 
- Thomas
- Peter
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Thomas fell behind.

How does the sentence end ?

The drain is clogged with hair.

OPTIONS: 
- The drain has to be cleaned.
- The hair has to be cleaned.
Thought: Use similar thought as before.
Output: ",the drain has to be cleaned,the drain has to be cleaned,True,3
The drain is clogged with hair.,It,has to be removed.,"The drain,The hair",1,"How does the sentence end?

John flicked Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill had a fly on his shirt.

How does the sentence end?

Sherry called Karla but

OPTIONS: 
- Sherry
- Karla
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Sherry later regretted it.

How does the sentence end?

The employer let John have the assignment even though

OPTIONS: 
- The employer
- John
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The employer wanted it.

How does the sentence end ?

The drain is clogged with hair.

OPTIONS: 
- The drain has to be removed.
- The hair has to be removed.
Thought: Use similar thought as before.
Output: ",the drain has to be removed,the hair has to be removed,False,3
"My meeting started at 4:00 and I needed to catch the train at 4:30,  so there wasn't much time. Luckily,",it,"was short, so it worked out.","The meeting,The train",0,"How does the sentence end?

The boy tried to address his friend, but

OPTIONS: 
- The boy
- his friend
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: his friend could not hear.

How does the sentence end?

Luigi rescued Mario because

OPTIONS: 
- Luigi
- Mario
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mario was in trouble.

How does the sentence end?

Johnson wanted to make friendship with David, because

OPTIONS: 
- Johnson
- David
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Johnson wanted help.

How does the sentence end ?

My meeting started at 4:00 and I needed to catch the train at 4:30,  so there wasn't much time. Luckily,

OPTIONS: 
- The meeting was short, so it worked out.
- The train was short, so it worked out.
Thought: Use similar thought as before.
Output: ",the meeting was short so it worked out,the meeting was short so it worked out,True,3
"My meeting started at 4:00 and I needed to catch the train at 4:30,  so there wasn't much time. Luckily,",it,"was delayed, so it worked out.","The meeting,The train",1,"How does the sentence end?

Mary stabbed Jennifer, so John took

OPTIONS: 
- Mary
- Jennifer
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jennifer to the hospital.

How does the sentence end?

The professor grading the student's paper said that

OPTIONS: 
- The professor
- the student
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the student was stupid.

How does the sentence end?

Steve threw the bowling ball down the lane when

OPTIONS: 
- the bowling ball
- the lane
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the bowling ball returned.

How does the sentence end ?

My meeting started at 4:00 and I needed to catch the train at 4:30,  so there wasn't much time. Luckily,

OPTIONS: 
- The meeting was delayed, so it worked out.
- The train was delayed, so it worked out.
Thought: Use similar thought as before.
Output: ",the meeting was delayed so it worked out,the train was delayed so it worked out,False,3
"There is a pillar between me and the stage, and I can't see around",it,.,"The pillar,The stage",0,"How does the sentence end?

James asked Robert for a favor, but

OPTIONS: 
- James
- Robert
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Robert refused.

How does the sentence end?

The kitten played with the yarn because

OPTIONS: 
- The kitten
- the yarn
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The kitten was bored.

How does the sentence end?

Ken scanned photos for Neil since

OPTIONS: 
- Ken
- Neil
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Ken owned a scanner.

How does the sentence end ?

There is a pillar between me and the stage, and I can't see around

OPTIONS: 
- The pillar .
- The stage .
Thought: Use similar thought as before.
Output: ",the pillar,the pillar,True,3
"There is a pillar between me and the stage, and I can't see",it,.,"The pillar,The stage",1,"How does the sentence end?

The cap fell off the bottle because

OPTIONS: 
- The cap
- the bottle
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The cap was untwisted.

How does the sentence end?

The mother punished the daughter because

OPTIONS: 
- The mother
- the daughter
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The mother was provoked.

How does the sentence end?

The cow ran into the fence and

OPTIONS: 
- The cow
- the fence
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The cow got hurt.

How does the sentence end ?

There is a pillar between me and the stage, and I can't see

OPTIONS: 
- The pillar .
- The stage .
Thought: Use similar thought as before.
Output: ",the pillar,the stage,False,3
"They broadcast an announcement, but a subway came into the station and I couldn't hear",it,.,"The announcement,The subway",0,"How does the sentence end?

John bought a beer for Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill is cool.

How does the sentence end?

The company declared bonus for the employees because

OPTIONS: 
- The company
- the employees
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The company made huge profits.

How does the sentence end?

Burt installed Joey's software, and

OPTIONS: 
- Burt
- Joey
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Burt installed his hardware too.

How does the sentence end ?

They broadcast an announcement, but a subway came into the station and I couldn't hear

OPTIONS: 
- The announcement .
- The subway .
Thought: Use similar thought as before.
Output: ",the subway,the announcement,False,3
"They broadcast an announcement, but a subway came into the station and I couldn't hear over",it,.,"The announcement,The subway",1,"How does the sentence end?

The man stole the neighbor's bike because

OPTIONS: 
- The man
- the neighbor
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the neighbor had one extra.

How does the sentence end?

The police officer shot the protester because

OPTIONS: 
- The police officer
- the protester
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The police officer lost composure.

How does the sentence end?

George talked to Bill because

OPTIONS: 
- George
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill had experience.

How does the sentence end ?

They broadcast an announcement, but a subway came into the station and I couldn't hear over

OPTIONS: 
- The announcement .
- The subway .
Thought: Use similar thought as before.
Output: ",the subway,the subway,True,3
"In the middle of the outdoor concert, the rain started falling, but",it,continued until 10.,"The concert,The rain",0,"How does the sentence end?

The zombies chased the survivors because

OPTIONS: 
- The zombies
- the survivors
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The zombies were hungry.

How does the sentence end?

It annoyed Chris when Sebastian jangled his keys because

OPTIONS: 
- Chris
- Sebastian
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Chris was in a bad mood.

How does the sentence end?

The young up-and-comer destroyed the old veteran Star in the shootout, so

OPTIONS: 
- The young upandcomer
- the old veteran Star
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the old veteran Star got benched for the rest of the season.

How does the sentence end ?

In the middle of the outdoor concert, the rain started falling, but

OPTIONS: 
- The concert continued until 10.
- The rain continued until 10.
Thought: Use similar thought as before.
Output: ",the concert continued until 10,the concert continued until 10,True,3
"In the middle of the outdoor concert, the rain started falling, and",it,continued until 10.,"The concert,The rain",1,"How does the sentence end?

Keith fired Blaine but

OPTIONS: 
- Keith
- Blaine
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Keith did not regret.

How does the sentence end?

Planet Express was bought out by Mom's Friendly Delivery Service so

OPTIONS: 
- Planet Express
- Moms Friendly Delivery Service
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Planet Express can no longer be a threat.

How does the sentence end?

The government officials publicly apologized to the people because

OPTIONS: 
- The government officials
- the people
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the people demanded an apology.

How does the sentence end ?

In the middle of the outdoor concert, the rain started falling, and

OPTIONS: 
- The concert continued until 10.
- The rain continued until 10.
Thought: Use similar thought as before.
Output: ",the concert continued until 10,the rain continued until 10,False,3
"I used an old rag to clean the knife, and then I put",it,in the trash.,"The rag,The knife",0,"How does the sentence end?

James went to Sully's arcade but

OPTIONS: 
- James
- Sully
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Sully refused to let him in.

How does the sentence end?

The storm delayed the flight as

OPTIONS: 
- The storm
- the flight
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the flight was going over the ocean.

How does the sentence end?

The boy ran from the cop because

OPTIONS: 
- The boy
- the cop
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The boy committed the crime.

How does the sentence end ?

I used an old rag to clean the knife, and then I put

OPTIONS: 
- The rag in the trash.
- The knife in the trash.
Thought: Use similar thought as before.
Output: ",the knife in the trash,the rag in the trash,False,3
"I used an old rag to clean the knife, and then I put",it,in the drawer.,"The rag,The knife",1,"How does the sentence end?

The grandmother threw her granddaughter to her death because

OPTIONS: 
- The grandmother
- her granddaughter
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The grandmother felt jealous.

How does the sentence end?

Joy was jealous of Jenny because

OPTIONS: 
- Joy
- Jenny
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Joy was making less money than her.

How does the sentence end?

Bill punched Larry and

OPTIONS: 
- Bill
- Larry
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Larry was hurt.

How does the sentence end ?

I used an old rag to clean the knife, and then I put

OPTIONS: 
- The rag in the drawer.
- The knife in the drawer.
Thought: Use similar thought as before.
Output: ",the knife in the drawer,the knife in the drawer,True,3
"Ann asked Mary what time the library closes, because",she,had forgotten.,"Ann,Mary",0,"How does the sentence end?

The bus driver yelled at a kid after

OPTIONS: 
- The bus driver
- a kid
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The bus driver drove her vehicle.

How does the sentence end?

Mary lied to Sue and

OPTIONS: 
- Mary
- Sue
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mary asked for forgiveness.

How does the sentence end?

Bill triumphed over John in the boxing ring because

OPTIONS: 
- Bill
- John
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John fought cowardly.

How does the sentence end ?

Ann asked Mary what time the library closes, because

OPTIONS: 
- Ann had forgotten.
- Mary had forgotten.
Thought: Use similar thought as before.
Output: ",ann had forgotten,ann had forgotten,True,3
"Ann asked Mary what time the library closes, but",she,had forgotten.,"Ann,Mary",1,"How does the sentence end?

When Debbie splashed Tina,

OPTIONS: 
- Debbie
- Tina
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Debbie got in trouble.

How does the sentence end?

The food in the refrigerator went bad because

OPTIONS: 
- The food
- the refrigerator
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The food was past the expiration date.

How does the sentence end?

The computer rejected the password because

OPTIONS: 
- The computer
- the password
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the password was incorrect.

How does the sentence end ?

Ann asked Mary what time the library closes, but

OPTIONS: 
- Ann had forgotten.
- Mary had forgotten.
Thought: Use similar thought as before.
Output: ",ann had forgotten,mary had forgotten,False,3
I took the water bottle out of the backpack so that,it,would be handy.,"The water bottle,The backpack",0,"How does the sentence end?

Alexandra told Kelly not to get a tattoo because

OPTIONS: 
- Alexandra
- Kelly
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Alexandra raised her conservatively.

How does the sentence end?

Steven assassinated the president because

OPTIONS: 
- Steven
- the president
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the president was a too liberal.

How does the sentence end?

Burt installed Joey's software, and

OPTIONS: 
- Burt
- Joey
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Burt installed his hardware too.

How does the sentence end ?

I took the water bottle out of the backpack so that

OPTIONS: 
- The water bottle would be handy.
- The backpack would be handy.
Thought: Use similar thought as before.
Output: ",the backpack would be handy,the water bottle would be handy,False,3
I took the water bottle out of the backpack so that,it,would be lighter.,"The water bottle,The backpack",1,"How does the sentence end?

The academic clubs lost their members because

OPTIONS: 
- The academic clubs
- their members
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The academic clubs were poorly funded.

How does the sentence end?

I chopped down the tree with my axe because

OPTIONS: 
- the tree
- my axe
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: my axe was sharp.

How does the sentence end?

The company declared bonus for the employees because

OPTIONS: 
- The company
- the employees
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The company made huge profits.

How does the sentence end ?

I took the water bottle out of the backpack so that

OPTIONS: 
- The water bottle would be lighter.
- The backpack would be lighter.
Thought: Use similar thought as before.
Output: ",the backpack would be lighter,the backpack would be lighter,True,3
I couldn't put the pot on the shelf because,it,was too tall.,"The pot,The shelf",0,"How does the sentence end?

Kevin stared at Michael and

OPTIONS: 
- Kevin
- Michael
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Kevin got his attention.

How does the sentence end?

Malachi's program would not run on the computer because

OPTIONS: 
- Malachis program
- the computer
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Malachis program was full of bugs.

How does the sentence end?

James cheated off Henry's test, and the Teacher told

OPTIONS: 
- James
- Henry
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Henry .

How does the sentence end ?

I couldn't put the pot on the shelf because

OPTIONS: 
- The pot was too tall.
- The shelf was too tall.
Thought: Use similar thought as before.
Output: ",the pot was too tall,the pot was too tall,True,3
