left,pron,right,candidates,selected,input_prompt,predicted,correct_sent,correct,number of shots
Pete envies Martin because,he,is very successful.,"Pete,Martin",1,"How does the sentence end?

The painting was at the museum because

OPTIONS: 
- The painting
- the museum
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the museum was having a display.

How does the sentence end?

David hit Bill and

OPTIONS: 
- David
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill cried.

How does the sentence end?

Lions love gazelles because

OPTIONS: 
- Lions
- gazelles
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Lions eat them.

How does the sentence end?

The model frowned at her manager because

OPTIONS: 
- The model
- her manager
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The model was sad.

How does the sentence end?

The Axis forces lost the war to the Allied forces because

OPTIONS: 
- The Axis forces
- the Allied forces
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the Allied forces took advantage of their weakness.

How does the sentence end ?

Pete envies Martin because

OPTIONS: 
- Pete is very successful.
- Martin is very successful.
Thought: Use similar thought as before.
Output: ",martin is very successful,martin is very successful,True,5
"The older students were bullying the younger ones, so we punished",them,.,"The older students,The younger students",0,"How does the sentence end?

The citizens rebelled against the government because

OPTIONS: 
- The citizens
- the government
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The citizens were being repressed.

How does the sentence end?

The judge was fond of the contestant so

OPTIONS: 
- The judge
- the contestant
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the contestant received the gold medal.

How does the sentence end?

John tricked Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John was mischievous.

How does the sentence end?

Hybrid cars produce less pollution than diesel trucks because

OPTIONS: 
- Hybrid cars
- diesel trucks
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Hybrid cars use less gas and more electricity.

How does the sentence end?

Michelle likes green shirts while Sarah prefers blue, because

OPTIONS: 
- Michelle
- Sarah
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Sarah likes the color of the sky.

How does the sentence end ?

The older students were bullying the younger ones, so we punished

OPTIONS: 
- The older students .
- The younger students .
Thought: Use similar thought as before.
Output: ",the older students,the older students,True,5
"The older students were bullying the younger ones, so we rescued",them,.,"The older students,The younger students",1,"How does the sentence end?

The doctor told Susan that

OPTIONS: 
- The doctor
- Susan
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Susan had cancer.

How does the sentence end?

John flicked Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John saw a fly on his shirt.

How does the sentence end?

The cow ran into the fence and

OPTIONS: 
- The cow
- the fence
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The cow got hurt.

How does the sentence end?

Sally gave Kelly a doll because

OPTIONS: 
- Sally
- Kelly
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Kelly loved dolls.

How does the sentence end?

Hitler conquered Alex in the war because everybody supported

OPTIONS: 
- Hitler
- Alex
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Hitler .

How does the sentence end ?

The older students were bullying the younger ones, so we rescued

OPTIONS: 
- The older students .
- The younger students .
Thought: Use similar thought as before.
Output: ",the younger students,the younger students,True,5
I poured water from the bottle into the cup until,it,was empty.,"the bottle,the cup",0,"How does the sentence end?

The coach told the captain that

OPTIONS: 
- The coach
- the captain
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the captain was fired.

How does the sentence end?

The police officer shot the protester because

OPTIONS: 
- The police officer
- the protester
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The police officer lost composure.

How does the sentence end?

The knife cut through the fence because

OPTIONS: 
- The knife
- the fence
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the fence was rusty.

How does the sentence end?

Hill joined Obama because Bill trusted

OPTIONS: 
- Hill
- Obama
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Obama .

How does the sentence end?

Seth is smarter than Sai, and consequently

OPTIONS: 
- Seth
- Sai
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Seth got a better job.

How does the sentence end ?

I poured water from the bottle into the cup until

OPTIONS: 
- the bottle was empty.
- the cup was empty.
Thought: Use similar thought as before.
Output: ",the bottle was empty,the bottle was empty,True,5
I poured water from the bottle into the cup until,it,was full.,"the bottle,the cup",1,"How does the sentence end?

The bird perched on the limb and

OPTIONS: 
- The bird
- the limb
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The bird sang.

How does the sentence end?

Mary stabbed Jennifer, so John took

OPTIONS: 
- Mary
- Jennifer
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jennifer to the hospital.

How does the sentence end?

Gartok defeated Grognak because

OPTIONS: 
- Gartok
- Grognak
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Gartok was the stronger man.

How does the sentence end?

The glass told the toaster that

OPTIONS: 
- The glass
- the toaster
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The glass liked chocolate.

How does the sentence end?

Management gave the workers a raise because

OPTIONS: 
- Management
- the workers
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Management had no other choice.

How does the sentence end ?

I poured water from the bottle into the cup until

OPTIONS: 
- the bottle was full.
- the cup was full.
Thought: Use similar thought as before.
Output: ",the cup was full,the cup was full,True,5
Susan knows all about Ann's personal problems because,she,is nosy.,"Susan,Ann",0,"How does the sentence end?

The coach criticized the player because

OPTIONS: 
- The coach
- the player
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The coach explicitly told everyone not to break the team's formation.

How does the sentence end?

Derrick begged his boss for a raise but

OPTIONS: 
- Derrick
- his boss
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: his boss did not give one.

How does the sentence end?

The teacher told the student that

OPTIONS: 
- The teacher
- the student
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the student needed to practice.

How does the sentence end?

Johnson wanted to make friendship with David, because

OPTIONS: 
- Johnson
- David
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Johnson wanted help.

How does the sentence end?

The grandmother threw her granddaughter to her death because

OPTIONS: 
- The grandmother
- her granddaughter
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The grandmother felt jealous.

How does the sentence end ?

Susan knows all about Ann's personal problems because

OPTIONS: 
- Susan is nosy.
- Ann is nosy.
Thought: Use similar thought as before.
Output: ",susan is nosy,susan is nosy,True,5
Susan knows all about Ann's personal problems because,she,is indiscreet.,"Susan,Ann",1,"How does the sentence end?

Jimbo attacked Bobbert because

OPTIONS: 
- Jimbo
- Bobbert
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jimbo could not control his rage.

How does the sentence end?

The boy tried to address his friend, but

OPTIONS: 
- The boy
- his friend
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: his friend could not hear.

How does the sentence end?

The space marines killed the aliens because

OPTIONS: 
- The space marines
- the aliens
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The space marines were ordered to.

How does the sentence end?

The judge was fond of the contestant so

OPTIONS: 
- The judge
- the contestant
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the contestant received the gold medal.

How does the sentence end?

John fired Dave because

OPTIONS: 
- John
- Dave
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Dave had too many absences.

How does the sentence end ?

Susan knows all about Ann's personal problems because

OPTIONS: 
- Susan is indiscreet.
- Ann is indiscreet.
Thought: Use similar thought as before.
Output: ",ann is indiscreet,ann is indiscreet,True,5
Sid explained his theory to Mark but,he,couldn't convince him.,"Sid,Mark",0,"How does the sentence end?

The bus driver yelled at a kid after

OPTIONS: 
- The bus driver
- a kid
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The bus driver drove her vehicle.

How does the sentence end?

Derrick begged his boss for a raise but

OPTIONS: 
- Derrick
- his boss
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Derrick did not get one.

How does the sentence end?

Fred drove to Mack's tire shop, and

OPTIONS: 
- Fred
- Mack
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Fred bought a tire.

How does the sentence end?

John wanted to vote for Doe, but

OPTIONS: 
- John
- Doe
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Doe did not seem like the right candidate.

How does the sentence end?

The computer could not run the program because

OPTIONS: 
- The computer
- the program
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the program had too many errors.

How does the sentence end ?

Sid explained his theory to Mark but

OPTIONS: 
- Sid couldn't convince him.
- Mark couldn't convince him.
Thought: Use similar thought as before.
Output: ",sid couldnt convince him,sid couldnt convince him,True,5
Sid explained his theory to Mark but,he,couldn't understand him.,"Sid,Mark",1,"How does the sentence end?

The manager fired the intern because

OPTIONS: 
- The manager
- the intern
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the intern was too rebellious.

How does the sentence end?

A dog chewed a bone and

OPTIONS: 
- A dog
- a bone
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: A dog barked.

How does the sentence end?

Hybrid cars produce less pollution than diesel trucks because

OPTIONS: 
- Hybrid cars
- diesel trucks
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: diesel trucks use pure gasoline.

How does the sentence end?

Morpheous believed Neo was ""the one"", because

OPTIONS: 
- Morpheous
- Neo
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Neo had the potential to be ""the one"".

How does the sentence end?

Doctor Conrad Murray is accused of negligence in Michael Jackson's death because

OPTIONS: 
- Doctor Conrad Murray
- Michael Jackson
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Doctor Conrad Murray was the doctor on site when the drug overdose took place.

How does the sentence end ?

Sid explained his theory to Mark but

OPTIONS: 
- Sid couldn't understand him.
- Mark couldn't understand him.
Thought: Use similar thought as before.
Output: ",mark couldnt understand him,mark couldnt understand him,True,5
"Susan knew that Ann's son had been in a car accident, so",she,told her about it.,"Susan,Ann",0,"How does the sentence end?

The mother punishes the daughter because

OPTIONS: 
- The mother
- the daughter
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the daughter was disobedient.

How does the sentence end?

John bored Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: John was boring.

How does the sentence end?

The students read the books because

OPTIONS: 
- The students
- the books
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The students were learning.

How does the sentence end?

The poor steal from the rich because

OPTIONS: 
- The poor
- the rich
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The poor need more money.

How does the sentence end?

Pizza hut pizzas are tastier than Papa John pizzas because

OPTIONS: 
- Pizza
- Papa John
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Papa John give less ingredients and cheeses.

How does the sentence end ?

Susan knew that Ann's son had been in a car accident, so

OPTIONS: 
- Susan told her about it.
- Ann told her about it.
Thought: Use similar thought as before.
Output: ",susan told her about it,susan told her about it,True,5
"Susan knew that Ann's son had been in a car accident, because",she,told her about it.,"Susan,Ann",1,"How does the sentence end?

Mary cleaned Susan's room and

OPTIONS: 
- Mary
- Susan
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mary asked a favor.

How does the sentence end?

The nurse gave the girl a lollypop because

OPTIONS: 
- The nurse
- the girl
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The nurse had too many.

How does the sentence end?

The wolves ate the cows because

OPTIONS: 
- The wolves
- the cows
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the cows were delicious.

How does the sentence end?

Paul made fun of Henry since

OPTIONS: 
- Paul
- Henry
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Paul knew everyone else did.

How does the sentence end?

The veterans defeated the newcomers because

OPTIONS: 
- The veterans
- the newcomers
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the newcomers were less experienced.

How does the sentence end ?

Susan knew that Ann's son had been in a car accident, because

OPTIONS: 
- Susan told her about it.
- Ann told her about it.
Thought: Use similar thought as before.
Output: ",ann told her about it,ann told her about it,True,5
"Joe's uncle can still beat him at tennis, even though",he,is 30 years younger.,"Joe,Joe's uncle",0,"How does the sentence end?

The boy lent his friend a pencil because the teacher told

OPTIONS: 
- The boy
- his friend
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The boy to share.

How does the sentence end?

The boy lent his friend a pencil because the teacher told

OPTIONS: 
- The boy
- his friend
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: his friend to write.

How does the sentence end?

KFC sells better than Popeyes since

OPTIONS: 
- KFC
- Popeyes
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: KFC have better chicken.

How does the sentence end?

Sharks are constantly eating fishes because

OPTIONS: 
- Sharks
- fishes
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Sharks are higher on the food chain.

How does the sentence end?

The United Federation of Worlds attempts to bring civilization and rule to the population of millions of planets, because

OPTIONS: 
- The United Federation of Worlds
- the population of millions of planets
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The United Federation of Worlds want to unite the planets under the same rules.

How does the sentence end ?

Joe's uncle can still beat him at tennis, even though

OPTIONS: 
- Joe is 30 years younger.
- Joe's uncle is 30 years younger.
Thought: Use similar thought as before.
Output: ",joe is 30 years younger,joe is 30 years younger,True,5
"Joe's uncle can still beat him at tennis, even though",he,is 30 years older.,"Joe,Joe's uncle",1,"How does the sentence end?

Lions eat zebras because

OPTIONS: 
- Lions
- zebras
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Lions are predators.

How does the sentence end?

Fred drove to Mack's tire shop, and

OPTIONS: 
- Fred
- Mack
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mack sold a tire.

How does the sentence end?

Allen chased the leprechaun because

OPTIONS: 
- Allen
- the leprechaun
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Allen wanted a pot of gold.

How does the sentence end?

Stephen King called Spielberg so that

OPTIONS: 
- Stephen King
- Spielberg
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Stephen King could ask for some money.

How does the sentence end?

Stargate Atlantis was replaced by Stargate Universe since

OPTIONS: 
- Stargate Atlantis
- Stargate Universe
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Stargate Atlantis were not doing very well in the ratings.

How does the sentence end ?

Joe's uncle can still beat him at tennis, even though

OPTIONS: 
- Joe is 30 years older.
- Joe's uncle is 30 years older.
Thought: Use similar thought as before.
Output: ",joes uncle is 30 years older,joes uncle is 30 years older,True,5
The painting in Mark's living room shows an oak tree.,It,is to the right of the bookcase.,"The painting,The oak tree",0,"How does the sentence end?

Jacob gave William money because

OPTIONS: 
- Jacob
- William
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jacob sold the car.

How does the sentence end?

England won the bid over Spain because

OPTIONS: 
- England
- Spain
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: England prepared better.

How does the sentence end?

Michael backed Bill because John asked

OPTIONS: 
- Michael
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Michael to.

How does the sentence end?

John tried to bake with Michael, but

OPTIONS: 
- John
- Michael
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Michael said ""I don't like kitchens!""

How does the sentence end?

Jackie gave Beth a present because it was

OPTIONS: 
- Jackie
- Beth
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jackie friend's birthday.

How does the sentence end ?

The painting in Mark's living room shows an oak tree.

OPTIONS: 
- The painting is to the right of the bookcase.
- The oak tree is to the right of the bookcase.
Thought: Use similar thought as before.
Output: ",the painting is to the right of the bookcase,the painting is to the right of the bookcase,True,5
The painting in Mark's living room shows an oak tree.,It,is to the right of a house.,"The painting,The oak tree",1,"How does the sentence end?

The junior football team likes the Dallas Cowboys because

OPTIONS: 
- The junior football team
- the Dallas Cowboys
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the Dallas Cowboys are an inspiration.

How does the sentence end?

The group grew tired of making these sentences because

OPTIONS: 
- The group
- these sentences
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The group are lazy.

How does the sentence end?

Hill joined Obama because Bill trusted

OPTIONS: 
- Hill
- Obama
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Obama .

How does the sentence end?

The police called headquarters for help and

OPTIONS: 
- The police
- headquarters
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The police continued to fight the criminals.

How does the sentence end?

Rob was granted a gun license while Jon was not, because

OPTIONS: 
- Rob
- Jon
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Rob had passed the background check.

How does the sentence end ?

The painting in Mark's living room shows an oak tree.

OPTIONS: 
- The painting is to the right of a house.
- The oak tree is to the right of a house.
Thought: Use similar thought as before.
Output: ",the oak tree is to the right of a house,the oak tree is to the right of a house,True,5
There is a gap in the wall. You can see the garden through,it,.,"The gap,The wall",0,"How does the sentence end?

Spiderman defeated Magnito because

OPTIONS: 
- Spiderman
- Magnito
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Magnito is a bad guy.

How does the sentence end?

Sherry called Karla but

OPTIONS: 
- Sherry
- Karla
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Karla did not answer.

How does the sentence end?

The man asked Mark the question again because

OPTIONS: 
- The man
- Mark
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The man was curious.

How does the sentence end?

The police arrested the rioters because

OPTIONS: 
- The police
- the rioters
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the rioters were causing trouble.

How does the sentence end?

The Batman does not kill Joker because

OPTIONS: 
- The Batman
- Joker
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Joker is always thrown in jail instead.

How does the sentence end ?

There is a gap in the wall. You can see the garden through

OPTIONS: 
- The gap .
- The wall .
Thought: Use similar thought as before.
Output: ",the gap,the gap,True,5
There is a gap in the wall. You can see the garden behind,it,.,"The gap,The wall",1,"How does the sentence end?

Students hate exams because

OPTIONS: 
- Students
- exams
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: exams are tedious.

How does the sentence end?

The teacher told the student that

OPTIONS: 
- The teacher
- the student
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the student needed to practice.

How does the sentence end?

The cow ran into the fence and

OPTIONS: 
- The cow
- the fence
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the fence broke.

How does the sentence end?

Tim asked Jerry to run to the store so that

OPTIONS: 
- Tim
- Jerry
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Tim could relax.

How does the sentence end?

The government placed a tax on the product so

OPTIONS: 
- The government
- the product
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the product got more expensive.

How does the sentence end ?

There is a gap in the wall. You can see the garden behind

OPTIONS: 
- The gap .
- The wall .
Thought: Use similar thought as before.
Output: ",the gap,the wall,False,5
The drain is clogged with hair.,It,has to be cleaned.,"The drain,The hair",0,"How does the sentence end?

When the preschoolers visited the senior citizens,

OPTIONS: 
- the preschoolers
- the senior citizens
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the preschoolers were surprisingly well behaved.

How does the sentence end?

Thomas pursued Peter, but

OPTIONS: 
- Thomas
- Peter
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Peter escaped.

How does the sentence end?

Thomas pursued Peter, but

OPTIONS: 
- Thomas
- Peter
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Thomas fell behind.

How does the sentence end?

The artist told the model that

OPTIONS: 
- The artist
- the model
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The artist needed to get more paint.

How does the sentence end?

The children played games because

OPTIONS: 
- The children
- games
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: games were entertaining.

How does the sentence end ?

The drain is clogged with hair.

OPTIONS: 
- The drain has to be cleaned.
- The hair has to be cleaned.
Thought: Use similar thought as before.
Output: ",the drain has to be cleaned,the drain has to be cleaned,True,5
The drain is clogged with hair.,It,has to be removed.,"The drain,The hair",1,"How does the sentence end?

John flicked Bill because

OPTIONS: 
- John
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill had a fly on his shirt.

How does the sentence end?

Sherry called Karla but

OPTIONS: 
- Sherry
- Karla
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Sherry later regretted it.

How does the sentence end?

The employer let John have the assignment even though

OPTIONS: 
- The employer
- John
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The employer wanted it.

How does the sentence end?

Lemuel painted Jim a piece of art since

OPTIONS: 
- Lemuel
- Jim
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jim requested it.

How does the sentence end?

The Board of Directors fired the management from the company since

OPTIONS: 
- The Board of Directors
- the management
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The Board of Directors did not think 

How does the sentence end ?

The drain is clogged with hair.

OPTIONS: 
- The drain has to be removed.
- The hair has to be removed.
Thought: Use similar thought as before.
Output: ",the hair has to be removed,the hair has to be removed,True,5
"My meeting started at 4:00 and I needed to catch the train at 4:30,  so there wasn't much time. Luckily,",it,"was short, so it worked out.","The meeting,The train",0,"How does the sentence end?

The boy tried to address his friend, but

OPTIONS: 
- The boy
- his friend
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: his friend could not hear.

How does the sentence end?

Luigi rescued Mario because

OPTIONS: 
- Luigi
- Mario
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mario was in trouble.

How does the sentence end?

Johnson wanted to make friendship with David, because

OPTIONS: 
- Johnson
- David
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Johnson wanted help.

How does the sentence end?

Joe slapped Jose in the face because

OPTIONS: 
- Joe
- Jose
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Joe was angry.

How does the sentence end?

Todd told Bill that

OPTIONS: 
- Todd
- Bill
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Bill should run the presidency race.

How does the sentence end ?

My meeting started at 4:00 and I needed to catch the train at 4:30,  so there wasn't much time. Luckily,

OPTIONS: 
- The meeting was short, so it worked out.
- The train was short, so it worked out.
Thought: Use similar thought as before.
Output: ",the meeting was short so it worked out,the meeting was short so it worked out,True,5
"My meeting started at 4:00 and I needed to catch the train at 4:30,  so there wasn't much time. Luckily,",it,"was delayed, so it worked out.","The meeting,The train",1,"How does the sentence end?

Mary stabbed Jennifer, so John took

OPTIONS: 
- Mary
- Jennifer
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Jennifer to the hospital.

How does the sentence end?

The professor grading the student's paper said that

OPTIONS: 
- The professor
- the student
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the student was stupid.

How does the sentence end?

Steve threw the bowling ball down the lane when

OPTIONS: 
- the bowling ball
- the lane
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the bowling ball returned.

How does the sentence end?

The junior football team likes the Dallas Cowboys because

OPTIONS: 
- The junior football team
- the Dallas Cowboys
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: the Dallas Cowboys are an inspiration.

How does the sentence end?

The military prepared to go to battle with an Amish colony because

OPTIONS: 
- The military
- an Amish colony
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The military felt threatened.

How does the sentence end ?

My meeting started at 4:00 and I needed to catch the train at 4:30,  so there wasn't much time. Luckily,

OPTIONS: 
- The meeting was delayed, so it worked out.
- The train was delayed, so it worked out.
Thought: Use similar thought as before.
Output: ",the train was delayed so it worked out,the train was delayed so it worked out,True,5
"There is a pillar between me and the stage, and I can't see around",it,.,"The pillar,The stage",0,"How does the sentence end?

James asked Robert for a favor, but

OPTIONS: 
- James
- Robert
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Robert refused.

How does the sentence end?

The kitten played with the yarn because

OPTIONS: 
- The kitten
- the yarn
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The kitten was bored.

How does the sentence end?

Ken scanned photos for Neil since

OPTIONS: 
- Ken
- Neil
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Ken owned a scanner.

How does the sentence end?

Mike helped Jack with his assignment because

OPTIONS: 
- Mike
- Jack
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Mike felt like doing so.

How does the sentence end?

The Simpsons have lasted 23 seasons while The Sarah Connor Chronicles lasted two seasons, since

OPTIONS: 
- The Simpsons
- The Sarah Connor Chronicles
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The Sarah Connor Chronicles did not provide a very good show.

How does the sentence end ?

There is a pillar between me and the stage, and I can't see around

OPTIONS: 
- The pillar .
- The stage .
Thought: Use similar thought as before.
Output: ",the pillar,the pillar,True,5
"There is a pillar between me and the stage, and I can't see",it,.,"The pillar,The stage",1,"How does the sentence end?

The cap fell off the bottle because

OPTIONS: 
- The cap
- the bottle
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The cap was untwisted.

How does the sentence end?

The mother punished the daughter because

OPTIONS: 
- The mother
- the daughter
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The mother was provoked.

How does the sentence end?

The cow ran into the fence and

OPTIONS: 
- The cow
- the fence
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The cow got hurt.

How does the sentence end?

The Roman legion attacked the Persians because

OPTIONS: 
- The Roman legion
- the Persians
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: The Roman legion felt threatened.

How does the sentence end?

Dan modified Harry's car because

OPTIONS: 
- Dan
- Harry
Thought : Based on the given two options, we selected one of the two option that best fits the pronoun in the above sentence.Output: Dan had the tools.

How does the sentence end ?

There is a pillar between me and the stage, and I can't see

OPTIONS: 
- The pillar .
- The stage .
Thought: Use similar thought as before.
Output: ",the stage,the stage,True,5
