left,pron,right,candidates,selected,input_prompt,predicted,correct_sent,correct,number of shots
I took the water bottle out of the backpack so that,it,would be handy.,"The water bottle,The backpack",0,"How does the sentence end?

Alexandra told Kelly not to get a tattoo because

OPTIONS: 
- Alexandra
- Kelly
Output: Alexandra raised her conservatively.

How does the sentence end?

Steven assassinated the president because

OPTIONS: 
- Steven
- the president
Output: the president was a too liberal.

How does the sentence end?

Burt installed Joey's software, and

OPTIONS: 
- Burt
- Joey
Output: Burt installed his hardware too.

How does the sentence end?

Lemuel painted Jim a piece of art since

OPTIONS: 
- Lemuel
- Jim
Output: Lemuel knew how.

How does the sentence end ?

I took the water bottle out of the backpack so that

OPTIONS: 
- The water bottle would be handy.
- The backpack would be handy.
Thought: Use similar thought as before.
Output: ",the water bottle would be handy,the water bottle would be handy,True,4
I took the water bottle out of the backpack so that,it,would be lighter.,"The water bottle,The backpack",1,"How does the sentence end?

The academic clubs lost their members because

OPTIONS: 
- The academic clubs
- their members
Output: The academic clubs were poorly funded.

How does the sentence end?

I chopped down the tree with my axe because

OPTIONS: 
- the tree
- my axe
Output: my axe was sharp.

How does the sentence end?

The company declared bonus for the employees because

OPTIONS: 
- The company
- the employees
Output: The company made huge profits.

How does the sentence end?

Tim asked Jerry to run to the store so that

OPTIONS: 
- Tim
- Jerry
Output: Tim could relax.

How does the sentence end ?

I took the water bottle out of the backpack so that

OPTIONS: 
- The water bottle would be lighter.
- The backpack would be lighter.
Thought: Use similar thought as before.
Output: ",the water bottle would be lighter,the backpack would be lighter,False,4
I couldn't put the pot on the shelf because,it,was too tall.,"The pot,The shelf",0,"How does the sentence end?

Kevin stared at Michael and

OPTIONS: 
- Kevin
- Michael
Output: Kevin got his attention.

How does the sentence end?

Malachi's program would not run on the computer because

OPTIONS: 
- Malachis program
- the computer
Output: Malachis program was full of bugs.

How does the sentence end?

James cheated off Henry's test, and the Teacher told

OPTIONS: 
- James
- Henry
Output: Henry .

How does the sentence end?

The lumberjacks cut the trees so

OPTIONS: 
- The lumberjacks
- the trees
Output: the trees could be sold.

How does the sentence end ?

I couldn't put the pot on the shelf because

OPTIONS: 
- The pot was too tall.
- The shelf was too tall.
Thought: Use similar thought as before.
Output: ",the pot was too tall,the pot was too tall,True,4
I couldn't put the pot on the shelf because,it,was too high.,"The pot,The shelf",1,"How does the sentence end?

The teacher did not recommend William because

OPTIONS: 
- The teacher
- William
Output: The teacher had high standards.

How does the sentence end?

The orchestra was booed by the audience because

OPTIONS: 
- The orchestra
- the audience
Output: the audience had expected a rock band.

How does the sentence end?

The robots tried to negotiate a cease-fire with the squirrel-men, but negotiations broke down when

OPTIONS: 
- The robots
- the squirrelmen
Output: the squirrelmen sabotaged the microchip processing facility.

How does the sentence end?

The cops maced the protesters because

OPTIONS: 
- The cops
- the protesters
Output: The cops blindly follow orders.

How does the sentence end ?

I couldn't put the pot on the shelf because

OPTIONS: 
- The pot was too high.
- The shelf was too high.
Thought: Use similar thought as before.
Output: ",the pot was too high,the shelf was too high,False,4
I'm sure that my map will show this building;,it,is very good.,"The map,The building",0,"How does the sentence end?

Our professor told the TA that

OPTIONS: 
- Our professor
- the TA
Output: Our professor needed his help.

How does the sentence end?

Emily asked Anna to stir the pot, because

OPTIONS: 
- Emily
- Anna
Output: Emily forgot to do it.

How does the sentence end?

Morpheous believed Neo was ""the one"", because

OPTIONS: 
- Morpheous
- Neo
Output: Morpheous was fortold by the Oracle this would happen.

How does the sentence end?

Michelle likes green shirts while Sarah prefers blue, because

OPTIONS: 
- Michelle
- Sarah
Output: Michelle likes the color of grass.

How does the sentence end ?

I'm sure that my map will show this building;

OPTIONS: 
- The map is very good.
- The building is very good.
Thought: Use similar thought as before.
Output: ",the building is very good thought use similar thought as before,the map is very good,False,4
I'm sure that my map will show this building;,it,is very famous.,"The map,The building",1,"How does the sentence end?

Aaron kissed Dan because

OPTIONS: 
- Aaron
- Dan
Output: Aaron wanted to.

How does the sentence end?

Derrick begged his boss for a raise but

OPTIONS: 
- Derrick
- his boss
Output: his boss did not give one.

How does the sentence end?

Olivia tried to counsel Emily, but

OPTIONS: 
- Olivia
- Emily
Output: Emily was not interested.

How does the sentence end?

The cougar tried to befriend the rabbit because

OPTIONS: 
- The cougar
- the rabbit
Output: The cougar had a bad reputation as an evil predator.

How does the sentence end ?

I'm sure that my map will show this building;

OPTIONS: 
- The map is very famous.
- The building is very famous.
Thought: Use similar thought as before.
Output: ",the building is very famous thought use similar thought as before,the building is very famous,False,4
Bob paid for Charlie's college education.,He,is very generous.,"Bob,Charlie",0,"How does the sentence end?

The teacher told the student that

OPTIONS: 
- The teacher
- the student
Output: The teacher expected something better from him.

How does the sentence end?

Shigeru Miyamoto was the mentor of Satoshi Tajiri, so

OPTIONS: 
- Shigeru Miyamoto
- Satoshi Tajiri
Output: Satoshi Tajiri learned many things.

How does the sentence end?

The lion bit the gazelle because

OPTIONS: 
- The lion
- the gazelle
Output: the gazelle had horns.

How does the sentence end?

Bob killed Vincent because

OPTIONS: 
- Bob
- Vincent
Output: Bob wanted to kill someone.

How does the sentence end ?

Bob paid for Charlie's college education.

OPTIONS: 
- Bob is very generous.
- Charlie is very generous.
Thought: Use similar thought as before.
Output: ",bob is very generous,bob is very generous,True,4
Bob paid for Charlie's college education.,He,is very grateful.,"Bob,Charlie",1,"How does the sentence end?

The man stole the neighbor's bike because

OPTIONS: 
- The man
- the neighbor
Output: the neighbor had one extra.

How does the sentence end?

The professor highly recommends the student because

OPTIONS: 
- The professor
- the student
Output: The professor appreciates an inquisitive mind.

How does the sentence end?

Yuji was a fan of Michael Jackson because

OPTIONS: 
- Yuji
- Michael Jackson
Output: Yuji enjoyed ""Thriller"".

How does the sentence end?

Lucas is younger than Claus because

OPTIONS: 
- Lucas
- Claus
Output: Claus was born first.

How does the sentence end ?

Bob paid for Charlie's college education.

OPTIONS: 
- Bob is very grateful.
- Charlie is very grateful.
Thought: Use similar thought as before.
Output: ",charlie is very grateful,charlie is very grateful,True,4
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened.",He,is very hurt.,"Bob,Charlie",0,"How does the sentence end?

Steve threw the bowling ball down the lane when

OPTIONS: 
- the bowling ball
- the lane
Output: the bowling ball returned.

How does the sentence end?

Allen laughed at Jimmy because

OPTIONS: 
- Allen
- Jimmy
Output: Allen was making fun of him.

How does the sentence end?

The kids asked their neighbors if

OPTIONS: 
- The kids
- their neighbors
Output: The kids could have candy on Halloween.

How does the sentence end?

Knights preferred dragons over horses because

OPTIONS: 
- horses
- dragons
Output: dragons could fly.

How does the sentence end ?

Bob paid for Charlie's college education, but now Charlie acts as though it never happened.

OPTIONS: 
- Bob is very hurt.
- Charlie is very hurt.
Thought: Use similar thought as before.
Output: ",charlie is very hurt,bob is very hurt,False,4
"Bob paid for Charlie's college education, but now Charlie acts as though it never happened.",He,is very ungrateful.,"Bob,Charlie",1,"How does the sentence end?

Alexandra told Kelly not to get a tattoo because

OPTIONS: 
- Alexandra
- Kelly
Output: Alexandra raised her conservatively.

How does the sentence end?

The government wants to prohibit the people from playing chess on Monday because

OPTIONS: 
- The government
- the people
Output: the people have to work.

How does the sentence end?

Doctor Chen prescribed glasses to Egore, since

OPTIONS: 
- Doctor Chen
- Egore
Output: Doctor Chen conducted the eye exam.

How does the sentence end?

Four wheel drive cars are used for rally racing instead of rear wheel cars because

OPTIONS: 
- Four wheel drive cars
- rear wheel cars
Output: rear wheel cars do not race well off road.

How does the sentence end ?

Bob paid for Charlie's college education, but now Charlie acts as though it never happened.

OPTIONS: 
- Bob is very ungrateful.
- Charlie is very ungrateful.
Thought: Use similar thought as before.
Output: ",charlie is very ungrateful thought use similar thought as before,charlie is very ungrateful,False,4
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck,",he,would have won.,"Bob,Adam",0,"How does the sentence end?

The government tried to free the journalists from North Korea, but

OPTIONS: 
- The government
- the journalists
Output: the journalists were held captive.

How does the sentence end?

Hill joined Obama because Bill trusted

OPTIONS: 
- Hill
- Obama
Output: Obama .

How does the sentence end?

The salesman sold a hot tub to the customer because

OPTIONS: 
- The salesman
- the customer
Output: the customer was looking for something to use and soak in.

How does the sentence end?

The US army fought the Taliban because

OPTIONS: 
- The US army
- the Taliban
Output: the Taliban are the root of much terrorism.

How does the sentence end ?

Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck,

OPTIONS: 
- Bob would have won.
- Adam would have won.
Thought: Use similar thought as before.
Output: ",bob would have won,bob would have won,True,4
"Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck,",he,would have lost.,"Bob,Adam",1,"How does the sentence end?

Steve scratched Johnny so

OPTIONS: 
- Steve
- Johnny
Output: Johnny became angry.

How does the sentence end?

Cheesecake is better than fruitcake because

OPTIONS: 
- Cheesecake
- fruitcake
Output: Cheesecake tastes better.

How does the sentence end?

John tricked Bill because

OPTIONS: 
- John
- Bill
Output: Bill was slow-witted.

How does the sentence end?

Lions love gazelles because

OPTIONS: 
- Lions
- gazelles
Output: Lions eat them.

How does the sentence end ?

Bob was playing cards with Adam and was way ahead. If Adam hadn't had a sudden run of good luck,

OPTIONS: 
- Bob would have lost.
- Adam would have lost.
Thought: Use similar thought as before.
Output: ",adam would have lost,adam would have lost,True,4
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time,",he,would be gone by this time.,"Adam,Bob",0,"How does the sentence end?

Spiderman defeated Magnito because

OPTIONS: 
- Spiderman
- Magnito
Output: Spiderman is a good guy.

How does the sentence end?

The zombies chased the survivors because

OPTIONS: 
- The zombies
- the survivors
Output: the survivors were tasty.

How does the sentence end?

The company declared bonus for the employees because

OPTIONS: 
- The company
- the employees
Output: The company made huge profits.

How does the sentence end?

The golfers waved on the players because

OPTIONS: 
- The golfers
- the players
Output: The golfers were holding them up.

How does the sentence end ?

Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time,

OPTIONS: 
- Adam would be gone by this time.
- Bob would be gone by this time.
Thought: Use similar thought as before.
Output: ",adam would be gone by this time,adam would be gone by this time,True,4
"Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time,",he,would be here by this time.,"Adam,Bob",1,"How does the sentence end?

Sega lost to Nintendo because

OPTIONS: 
- Sega
- Nintendo
Output: Nintendo were superior.

How does the sentence end?

Mark tackled the quarterback, but

OPTIONS: 
- Mark
- the quarterback
Output: the quarterback managed to complete the pass.

How does the sentence end?

The government wants to prohibit the people from playing chess on Monday because

OPTIONS: 
- The government
- the people
Output: The government want Mondays to be more productive.

How does the sentence end?

Mike helped Jack with his assignment because

OPTIONS: 
- Mike
- Jack
Output: Jack politely asked him to.

How does the sentence end ?

Adam can't leave work here until Bob arrives to replace him. If Bob had  left home for work on time,

OPTIONS: 
- Adam would be here by this time.
- Bob would be here by this time.
Thought: Use similar thought as before.
Output: ",bob would be here by this time,bob would be here by this time,True,4
"If the con artist has succeeded in fooling Sam,",he,would have gotten a lot of money.,"The con artist,Sam",0,"How does the sentence end?

I chopped down the tree with my axe because

OPTIONS: 
- the tree
- my axe
Output: my axe was sharp.

How does the sentence end?

The young up-and-comer destroyed the old veteran Star in the shootout, so

OPTIONS: 
- The young upandcomer
- the old veteran Star
Output: The young upandcomer got placed on the starting line for the rest of the season.

How does the sentence end?

Sally kicked Mary and

OPTIONS: 
- Sally
- Mary
Output: Mary was hurt.

How does the sentence end?

Janice bought Kenda a car because

OPTIONS: 
- Janice
- Kenda
Output: Kenda needed one.

How does the sentence end ?

If the con artist has succeeded in fooling Sam,

OPTIONS: 
- The con artist would have gotten a lot of money.
- Sam would have gotten a lot of money.
Thought: Use similar thought as before.
Output: ",the con artist would have gotten a lot of money,the con artist would have gotten a lot of money,True,4
"If the con artist has succeeded in fooling Sam,",he,would have lost a lot of money.,"The con artist,Sam",1,"How does the sentence end?

Steve threw the bowling ball down the lane when

OPTIONS: 
- the bowling ball
- the lane
Output: the lane was clear.

How does the sentence end?

The military prepared to go to battle with an Amish colony because

OPTIONS: 
- The military
- an Amish colony
Output: The military felt threatened.

How does the sentence end?

The police officer shot the protester because

OPTIONS: 
- The police officer
- the protester
Output: The police officer lost composure.

How does the sentence end?

Joe tried to get Tom to wake up, but

OPTIONS: 
- Joe
- Tom
Output: Tom wouldn't.

How does the sentence end ?

If the con artist has succeeded in fooling Sam,

OPTIONS: 
- The con artist would have lost a lot of money.
- Sam would have lost a lot of money.
Thought: Use similar thought as before.
Output: ",the con artist would have lost a lot of money,sam would have lost a lot of money,False,4
"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree,  because",it,was hot.,"The dog,The spot under the tree",0,"How does the sentence end?

The group grew tired of making these sentences because

OPTIONS: 
- The group
- these sentences
Output: these sentences are tedious.

How does the sentence end?

John remembered Bill because

OPTIONS: 
- John
- Bill
Output: John had had been thinking about wicker chairs.

How does the sentence end?

Mark almost made a deal with Slimy Jack, but backed down when

OPTIONS: 
- Mark
- Slimy Jack
Output: Slimy Jack was caught embezzling.

How does the sentence end?

Simon Cowell makes fun of Ryan Seacrest since

OPTIONS: 
- Simon Cowell
- Ryan Seacrest
Output: Simon Cowell feels superior.

How does the sentence end ?

It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree,  because

OPTIONS: 
- The dog was hot.
- The spot under the tree was hot.
Thought: Use similar thought as before.
Output: ",the dog was hot,the dog was hot,True,4
"It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree,  because",it,was cooler.,"The dog,The spot under the tree",1,"How does the sentence end?

Robert fired Chris because

OPTIONS: 
- Robert
- Chris
Output: Robert no longer needed workers.

How does the sentence end?

Planet Express was bought out by Mom's Friendly Delivery Service so

OPTIONS: 
- Planet Express
- Moms Friendly Delivery Service
Output: Planet Express can no longer be a threat.

How does the sentence end?

Bush beat Gore because

OPTIONS: 
- Bush
- Gore
Output: Bush rigged the election.

How does the sentence end?

The product fair showed Office 365, and

OPTIONS: 
- The product fair
- Office 365
Output: Office 365 showed off with a game.

How does the sentence end ?

It was a summer afternoon, and the dog was sitting in the middle of the lawn. After a while, it got up and moved to a spot under the tree,  because

OPTIONS: 
- The dog was cooler.
- The spot under the tree was cooler.
Thought: Use similar thought as before.
Output: ",the dog was cooler,the spot under the tree was cooler,False,4
"The cat was lying by the mouse hole waiting for the mouse, but",it,was too impatient.,"The cat,The mouse",0,"How does the sentence end?

The bird ate the pie and

OPTIONS: 
- The bird
- the pie
Output: The bird died.

How does the sentence end?

The mother punished the daughter because

OPTIONS: 
- The mother
- the daughter
Output: The mother was provoked.

How does the sentence end?

The kidnapper will not return Trent Reznor until

OPTIONS: 
- The kidnapper
- Trent Reznor
Output: Trent Reznor agrees to a private performance.

How does the sentence end?

The boy lent his friend a pencil because the teacher told

OPTIONS: 
- The boy
- his friend
Output: The boy to share.

How does the sentence end ?

The cat was lying by the mouse hole waiting for the mouse, but

OPTIONS: 
- The cat was too impatient.
- The mouse was too impatient.
Thought: Use similar thought as before.
Output: ",the mouse was too impatient,the cat was too impatient,False,4
"The cat was lying by the mouse hole waiting for the mouse, but",it,was too cautious.,"The cat,The mouse",1,"How does the sentence end?

Google bought Motorola because

OPTIONS: 
- Google
- Motorola
Output: Google want its customer base.

How does the sentence end?

The group grew tired of making these sentences because

OPTIONS: 
- The group
- these sentences
Output: The group are lazy.

How does the sentence end?

James always gives orders to Owen because

OPTIONS: 
- James
- Owen
Output: James is very bossy.

How does the sentence end?

The train conductor admonished the man standing in the doorway because

OPTIONS: 
- The train conductor
- the man standing in the doorway
Output: The train conductor was enforcing the rules.

How does the sentence end ?

The cat was lying by the mouse hole waiting for the mouse, but

OPTIONS: 
- The cat was too cautious.
- The mouse was too cautious.
Thought: Use similar thought as before.
Output: ",the mouse was too cautious thought use similar thought as before,the mouse was too cautious,False,4
Anne gave birth to a daughter last month.,She,is a very charming woman.,"Anne,Anne's daughter",0,"How does the sentence end?

The academic clubs lost their members because

OPTIONS: 
- The academic clubs
- their members
Output: The academic clubs were poorly funded.

How does the sentence end?

The citizens rebelled against the government because

OPTIONS: 
- The citizens
- the government
Output: the government were being mean.

How does the sentence end?

Jimbo eats more than Bobbert because

OPTIONS: 
- Jimbo
- Bobbert
Output: Bobbert is on a diet.

How does the sentence end?

David hit Bill because Mary really liked

OPTIONS: 
- David
- Bill
Output: Bill .

How does the sentence end ?

Anne gave birth to a daughter last month.

OPTIONS: 
- Anne is a very charming woman.
- Anne's daughter is a very charming woman.
Thought: Use similar thought as before.
Output: ",anne is a very charming woman,anne is a very charming woman,True,4
Anne gave birth to a daughter last month.,She,is a very charming baby.,"Anne,Anne's daughter",1,"How does the sentence end?

Rocky lost to Clubber Lang because

OPTIONS: 
- Rocky
- Clubber Lang
Output: Rocky was not ready for the fight.

How does the sentence end?

Bob cooked omelets for Jack, because

OPTIONS: 
- Bob
- Jack
Output: Bob knew how.

How does the sentence end?

Yuji was a fan of Michael Jackson because

OPTIONS: 
- Yuji
- Michael Jackson
Output: Michael Jackson was famous.

How does the sentence end?

Seth is a smarter than Sai, and consequently

OPTIONS: 
- Seth
- Sai
Output: Sai did worse in the job interview.

How does the sentence end ?

Anne gave birth to a daughter last month.

OPTIONS: 
- Anne is a very charming baby.
- Anne's daughter is a very charming baby.
Thought: Use similar thought as before.
Output: ",anne is a very charming baby,annes daughter is a very charming baby,False,4
"Alice tried frantically to stop her daughter from chatting at the party, leaving us to wonder why",she,was behaving so strangely.,"Alice,Alice's daughter",0,"How does the sentence end?

The teacher did not recommend William because

OPTIONS: 
- The teacher
- William
Output: The teacher had high standards.

How does the sentence end?

The master rewarded the dog because

OPTIONS: 
- The master
- the dog
Output: The master was a good owner.

How does the sentence end?

The environmentalists were angry at the corporation because

OPTIONS: 
- The environmentalists
- the corporation
Output: the corporation had ignored their proposal.

How does the sentence end?

Jill was writing on a pad for Jane because

OPTIONS: 
- Jill
- Jane
Output: Jill wanted to leave her address.

How does the sentence end ?

Alice tried frantically to stop her daughter from chatting at the party, leaving us to wonder why

OPTIONS: 
- Alice was behaving so strangely.
- Alice's daughter was behaving so strangely.
Thought: Use similar thought as before.
Output: ",alices daughter was behaving so strangely,alice was behaving so strangely,False,4
"Alice tried frantically to stop her daughter from barking at the party, leaving us to wonder why",she,was behaving so strangely.,"Alice,Alice's daughter",1,"How does the sentence end?

The youth outran the old man because

OPTIONS: 
- The youth
- the old man
Output: The youth was in shape.

How does the sentence end?

Jill loves Jamie and

OPTIONS: 
- Jill
- Jamie
Output: Jill bought her a ring.

How does the sentence end?

John gave a large sum of money to Bill because

OPTIONS: 
- John
- Bill
Output: Bill needed a loan.

How does the sentence end?

The authorities detained the hikers because

OPTIONS: 
- The authorities
- the hikers
Output: the hikers were trespassing.

How does the sentence end ?

Alice tried frantically to stop her daughter from barking at the party, leaving us to wonder why

OPTIONS: 
- Alice was behaving so strangely.
- Alice's daughter was behaving so strangely.
Thought: Use similar thought as before.
Output: ",alices daughter was behaving so strangely,alices daughter was behaving so strangely,True,4
I saw Jim yelling at some guy in a military uniform with a huge red  beard. I don't know why,he,"was, but he looked very unhappy.","Jim,the guy in uniform",0,"How does the sentence end?

The boy ran from the cop because

OPTIONS: 
- The boy
- the cop
Output: the cop saw the crime.

How does the sentence end?

Sherry called Karla but

OPTIONS: 
- Sherry
- Karla
Output: Karla did not answer.

How does the sentence end?

The striker scored on the goalie because

OPTIONS: 
- The striker
- the goalie
Output: the goalie was caught off guard.

How does the sentence end?

Michelle likes green shirts while Sarah prefers blue, because

OPTIONS: 
- Michelle
- Sarah
Output: Sarah likes the color of the sky.

How does the sentence end ?

I saw Jim yelling at some guy in a military uniform with a huge red  beard. I don't know why

OPTIONS: 
- Jim was, but he looked very unhappy.
- the guy in uniform was, but he looked very unhappy.
Thought: Use similar thought as before.
Output: ",jim was but he looked very unhappy,jim was but he looked very unhappy,True,4
I saw Jim yelling at some guy in a military uniform with a huge red  beard. I don't know who,he,"was, but he looked very unhappy.","Jim,the guy in uniform",1,"How does the sentence end?

When Debbie splashed Tina,

OPTIONS: 
- Debbie
- Tina
Output: Debbie got in trouble.

How does the sentence end?

Sally kicked Mary and

OPTIONS: 
- Sally
- Mary
Output: Sally apologized.

How does the sentence end?

The band connected well to their fans, so

OPTIONS: 
- The band
- their fans
Output: their fans continued to buy albums.

How does the sentence end?

The listener did not complain about the singer because

OPTIONS: 
- The listener
- the singer
Output: the singer was autotuned.

How does the sentence end ?

I saw Jim yelling at some guy in a military uniform with a huge red  beard. I don't know who

OPTIONS: 
- Jim was, but he looked very unhappy.
- the guy in uniform was, but he looked very unhappy.
Thought: Use similar thought as before.
Output: ",jim was but he looked very unhappy,the guy in uniform was but he looked very unhappy,False,4
The fish ate the worm.,It,was hungry.,"The fish,The worm",0,"How does the sentence end?

Bill was robbed by John, so the officer arrested

OPTIONS: 
- Bill
- John
Output: John .

How does the sentence end?

The kitten played with the yarn because

OPTIONS: 
- The kitten
- the yarn
Output: the yarn was fun.

How does the sentence end?

Caroline quickly defeated Sue because

OPTIONS: 
- Caroline
- Sue
Output: Caroline regained her confidence.

How does the sentence end?

The group grew tired of making these sentences because

OPTIONS: 
- The group
- these sentences
Output: these sentences are tedious.

How does the sentence end ?

The fish ate the worm.

OPTIONS: 
- The fish was hungry.
- The worm was hungry.
Thought: Use similar thought as before.
Output: ",the fish was hungry,the fish was hungry,True,4
The fish ate the worm.,It,was tasty.,"The fish,The worm",1,"How does the sentence end?

Gartok defeated Grognak because

OPTIONS: 
- Gartok
- Grognak
Output: Gartok was the stronger man.

How does the sentence end?

The painting was at the museum because

OPTIONS: 
- The painting
- the museum
Output: The painting was on display.

How does the sentence end?

Ken scanned photos for Neil since

OPTIONS: 
- Ken
- Neil
Output: Neil needed to save his documents.

How does the sentence end?

Terranova has better ratings than House since

OPTIONS: 
- Terranova
- House
Output: Terranova have attracted more new audiences.

How does the sentence end ?

The fish ate the worm.

OPTIONS: 
- The fish was tasty.
- The worm was tasty.
Thought: Use similar thought as before.
Output: ",the fish was tasty,the worm was tasty,False,4
"I was trying to open the lock with the key, but someone had filled the  keyhole with chewing gum, and I couldn't get",it,in.,"The key,The chewing gum",0,"How does the sentence end?

The military prepared to go to battle with an Amish colony because

OPTIONS: 
- The military
- an Amish colony
Output: The military felt threatened.

How does the sentence end?

Allen chased the leprechaun because

OPTIONS: 
- Allen
- the leprechaun
Output: the leprechaun had a pot of gold.

How does the sentence end?

Hitler conquered Alex in the war because nobody supported

OPTIONS: 
- Hitler
- Alex
Output: Alex .

How does the sentence end?

The home team lost to the Giants because

OPTIONS: 
- The home team
- the Giants
Output: the Giants were better players.

How does the sentence end ?

I was trying to open the lock with the key, but someone had filled the  keyhole with chewing gum, and I couldn't get

OPTIONS: 
- The key in.
- The chewing gum in.
Thought: Use similar thought as before.
Output: ",the key in,the key in,True,4
"I was trying to open the lock with the key, but someone had filled the  keyhole with chewing gum, and I couldn't get",it,out.,"The key,The chewing gum",1,"How does the sentence end?

The cat broke the glass because

OPTIONS: 
- The cat
- the glass
Output: The cat was clumsy.

How does the sentence end?

It annoyed Chris when Sebastian jangled his keys because

OPTIONS: 
- Chris
- Sebastian
Output: Chris was in a bad mood.

How does the sentence end?

The music player did not open the file because

OPTIONS: 
- The music player
- the file
Output: The music player did not play that format.

How does the sentence end?

The police captured the criminals because

OPTIONS: 
- The police
- the criminals
Output: The police were more prepared.

How does the sentence end ?

I was trying to open the lock with the key, but someone had filled the  keyhole with chewing gum, and I couldn't get

OPTIONS: 
- The key out.
- The chewing gum out.
Thought: Use similar thought as before.
Output: ",the key out,the chewing gum out,False,4
"The dog chased the cat, which ran up a tree.",It,waited at the bottom.,"The dog,The cat",0,"How does the sentence end?

Jimbo was running from Bobbert because

OPTIONS: 
- Jimbo
- Bobbert
Output: Bobbert smelled awful.

How does the sentence end?

The environmentalists were angry at the corporation because

OPTIONS: 
- The environmentalists
- the corporation
Output: The environmentalists saw them polluting the creek.

How does the sentence end?

The teachers failed the students because

OPTIONS: 
- The teachers
- the students
Output: The teachers graded the test incorrectly.

How does the sentence end?

The group grew tired of making these sentences because

OPTIONS: 
- The group
- these sentences
Output: these sentences are tedious.

How does the sentence end ?

The dog chased the cat, which ran up a tree.

OPTIONS: 
- The dog waited at the bottom.
- The cat waited at the bottom.
Thought: Use similar thought as before.
Output: ",the cat waited at the bottom,the dog waited at the bottom,False,4
"The dog chased the cat, which ran up a tree.",It,waited at the top.,"The dog,The cat",1,"How does the sentence end?

The bee landed on the flower because

OPTIONS: 
- The bee
- the flower
Output: The bee wanted pollen.

How does the sentence end?

Jack pushed John up the hill because

OPTIONS: 
- Jack
- John
Output: Jack is a good samaritan.

How does the sentence end?

John ridiculed Bill because

OPTIONS: 
- John
- Bill
Output: John liked to look down upon others.

How does the sentence end?

Pat tried to talk to Jill but

OPTIONS: 
- Pat
- Jill
Output: Jill did not seem to hear it.

How does the sentence end ?

The dog chased the cat, which ran up a tree.

OPTIONS: 
- The dog waited at the top.
- The cat waited at the top.
Thought: Use similar thought as before.
Output: ",the dog waited at the top,the cat waited at the top,False,4
"In the storm, the tree fell down and crashed through the roof of my  house. Now, I have to get",it,removed.,"The tree,The roof",0,"How does the sentence end?

The company accepted the resolution because

OPTIONS: 
- The company
- the resolution
Output: The company was desperate.

How does the sentence end?

Zidane headbutted Zambrotta because

OPTIONS: 
- Zidane
- Zambrotta
Output: Zambrotta was being insulting.

How does the sentence end?

A dog chewed a bone and

OPTIONS: 
- A dog
- a bone
Output: A dog barked.

How does the sentence end?

Clinton wanted Obama to run for president because

OPTIONS: 
- Clinton
- Obama
Output: Obama would win.

How does the sentence end ?

In the storm, the tree fell down and crashed through the roof of my  house. Now, I have to get

OPTIONS: 
- The tree removed.
- The roof removed.
Thought: Use similar thought as before.
Output: ",the tree removed,the tree removed,True,4
"In the storm, the tree fell down and crashed through the roof of my  house. Now, I have to get",it,repaired.,"The tree,The roof",1,"How does the sentence end?

Steve threw the bowling ball down the lane when

OPTIONS: 
- the bowling ball
- the lane
Output: the lane was clear.

How does the sentence end?

The cow ran into the fence and

OPTIONS: 
- The cow
- the fence
Output: the fence broke.

How does the sentence end?

The Secretary and the President met about

OPTIONS: 
- The Secretary
- the President
Output: The Secretary being appointed.

How does the sentence end?

Stephen King called Spielberg so that

OPTIONS: 
- Stephen King
- Spielberg
Output: Spielberg could call him back.

How does the sentence end ?

In the storm, the tree fell down and crashed through the roof of my  house. Now, I have to get

OPTIONS: 
- The tree repaired.
- The roof repaired.
Thought: Use similar thought as before.
Output: ",the tree repaired,the roof repaired,False,4
The customer walked into the bank and stabbed one of the tellers.,He,was immediately taken to the police station.,"The customer,The teller",0,"How does the sentence end?

The citizens rebelled against the government because

OPTIONS: 
- The citizens
- the government
Output: The citizens were being repressed.

How does the sentence end?

The brown fox jumped over the dog because

OPTIONS: 
- The brown fox
- the dog
Output: The brown fox was quick.

How does the sentence end?

The rock melted in the lava because

OPTIONS: 
- The rock
- the lava
Output: the lava was hot.

How does the sentence end?

The AirForce is more appealing than the Army, but

OPTIONS: 
- The AirForce
- the Army
Output: The AirForce require higher qualifications.

How does the sentence end ?

The customer walked into the bank and stabbed one of the tellers.

OPTIONS: 
- The customer was immediately taken to the police station.
- The teller was immediately taken to the police station.
Thought: Use similar thought as before.
Output: ",the customer was immediately taken to the police station,the customer was immediately taken to the police station,True,4
